entrez_id,gene_name,confidence,label
195646,Hs3st2,-1,LC
15478,Hs3st3a1,3,HC
54710,Hs3st3b1,3,HC
328779,Hs3st6,-1,LC
72136,Chst14,3,HC
58250,Chst11,3,HC
71797,Chst13,-1,LC
59031,Chst12,3,HC
11881,Arsb,3,HC
56773,Chst5,3,HC
54371,Chst2,3,HC
26887,Chst4,-1,LC
76969,Chst1,3,HC
53374,Chst3,3,HC
60322,Chst7,3,HC
50787,Hs6st3,-1,LC
50785,Hs6st1,3,HC
50786,Hs6st2,3,HC
75612,Gns,3,HC
30956,Aass,-1,LC
69156,Comtd1,3,HC
140483,Hnmt,3,HC
192166,Sardh,3,HC
81535,Sgpp1,3,HC
20322,Sord,3,HC
20280,Scp2,0,NC
20540,Slc7a7,3,HC
268656,Sptlc1,3,HC
20773,Sptlc2,3,HC
228677,Sptlc3,-1,LC
13885,Esd,3,HC
20397,Sgpl1,3,HC
20454,St3gal5,3,HC
56632,Sphk2,3,HC
20698,Sphk1,3,HC
76668,Mdh1b,-1,LC
58994,Smpd3,3,HC
238011,Enpp7,0,NC
77626,Smpd4,3,HC
20597,Smpd1,3,HC
20598,Smpd2,3,HC
208449,Sgms1,3,HC
208890,Slc26a7,-1,LC
320718,Slc26a9,0,NC
224661,Slc26a8,3,HC
268512,Slc26a11,3,HC
243755,Slc13a4,1,MC
20652,Soat1,1,MC
20657,Sod3,3,HC
20656,Sod2,3,HC
20655,Sod1,3,HC
20751,Spr,3,HC
20603,Sms,3,HC
20810,Srm,3,HC
20775,Sqle,-1,LC
14137,Fdft1,3,HC
78925,Srd5a1,-1,LC
94224,Srd5a2,1,MC
11298,Aanat,1,MC
15567,Slc6a4,-1,LC
20441,St3gal3,3,HC
54613,St3gal6,3,HC
20446,St6galnac2,3,HC
20447,St6galnac3,-1,LC
50935,St6galnac6,3,HC
26938,St6galnac5,3,HC
20449,St8sia1,-1,LC
225742,St8sia5,3,HC
20905,Sts,0,NC
66945,Sdha,3,HC
66925,Sdhd,3,HC
66052,Sdhc,3,HC
67680,Sdhb,3,HC
211389,Suox,3,HC
21366,Slc6a6,3,HC
13180,Pcbd1,3,HC
18115,Nnt,3,HC
105663,Thtpa,3,HC
20502,Slc16a2,3,HC
72962,Tymp,3,HC
192289,Tmlhe,0,NC
50493,Txnrd1,3,HC
212974,Pgghg,3,HC
58866,Treh,3,HC
21990,Tph1,1,MC
216343,Tph2,1,MC
56720,Tdo2,-1,LC
209176,Ido2,-1,LC
55961,Slc13a1,-1,LC
21391,Tbxas1,3,HC
21823,Th,-1,LC
22178,Tyrp1,-1,LC
50798,Gne,3,HC
66248,Alg5,3,HC
22232,Slc35a2,3,HC
22235,Ugdh,3,HC
242585,Slc35d1,0,NC
67883,Uxs1,3,HC
18606,Enpp2,3,HC
58246,Slc35b4,3,HC
16770,Lalba,-1,LC
22234,Ugcg,3,HC
70484,Slc35d2,-1,LC
394434,Ugt1a9,0,NC
394430,Ugt1a10,0,NC
94284,Ugt1a6a,0,NC
394432,Ugt1a7c,0,NC
394435,Ugt1a6b,0,NC
394433,Ugt1a5,0,NC
22236,Ugt1a2,0,NC
394436,Ugt1a1,0,NC
243085,Ugt2b35,0,NC
231396,Ugt2b36,3,HC
22238,Ugt2b5,-1,LC
112417,Ugt2b37,-1,LC
100559,Ugt2b38,-1,LC
71773,Ugt2b1,-1,LC
100727,Ugt2b34,-1,LC
68556,Uckl1,3,HC
22436,Xdh,3,HC
102448,Xylb,-1,LC
233781,Xylt1,0,NC
217119,Xylt2,3,HC
67880,Dcxr,3,HC
76429,Lhpp,3,HC
67895,Ppa1,3,HC
76055,Oga,3,HC
12870,Cp,3,HC
14325,Ftl1,0,NC
14319,Fth1,3,HC
67634,Ftmt,-1,LC
109754,Cyb5r3,3,HC
72017,Cyb5r1,3,HC
320635,Cyb5r2,-1,LC
26462,Txnrd2,3,HC
71743,Coasy,3,HC
76952,Nt5c2,3,HC
230718,Nt5c1a,0,NC
107569,Nt5c3,3,HC
70881,Nt5c1b,-1,LC
15452,Hprt,3,HC
11821,Aprt,3,HC
52633,Nit2,3,HC
18770,Pklr,3,HC
207182,Ggt7,3,HC
71522,Ggt6,3,HC
18641,Pfkl,3,HC
107869,Cth,3,HC
14555,Gpd1,3,HC
69080,Gmppa,3,HC
331026,Gmppb,3,HC
12411,Cbs,3,HC
11647,Alpl,3,HC
19895,Rpia,3,HC
66355,Gmpr,3,HC
105446,Gmpr2,3,HC
107239,Carns1,3,HC
229363,Gmps,3,HC
70025,Acot7,3,HC
19063,Ppt1,3,HC
171281,Acot3,-1,LC
54397,Ppt2,3,HC
111175,Pecr,3,HC
26922,Mecr,3,HC
11370,Acadvl,3,HC
11363,Acadl,3,HC
235582,Glyctk,3,HC
320208,Tmem91,0,NC
223646,Naprt,3,HC
67375,Qprt,-1,LC
382985,Rrm2b,3,HC
20133,Rrm1,3,HC
20135,Rrm2,3,HC
15357,Hmgcr,3,HC
666417,Gm8091,0,NC
107885,Mthfs,0,NC
100039707,Mthfsl,0,NC
211488,Ado,3,HC
211347,Pank3,3,HC
74450,Pank2,3,HC
75735,Pank1,3,HC
269614,Pank4,3,HC
67993,Nudt12,0,NC
22117,Tst,3,HC
227095,Hibch,3,HC
69051,Pycr2,3,HC
22275,Urod,3,HC
13121,Cyp51,3,HC
433323,Sgpp2,-1,LC
20524,Slc25a17,3,HC
229782,Slc35a3,3,HC
27409,Abcg5,-1,LC
67470,Abcg8,-1,LC
237831,Slc13a5,-1,LC
223920,Soat2,-1,LC
16889,Lipa,3,HC
76459,Car12,-1,LC
12349,Car2,3,HC
230099,Car9,3,HC
23831,Car14,3,HC
12353,Car6,-1,LC
12346,Car1,3,HC
12351,Car4,3,HC
12354,Car7,3,HC
12319,Car8,3,HC
71934,Car13,-1,LC
27416,Abcc5,3,HC
18173,Slc11a1,3,HC
20504,Slc17a1,-1,LC
22782,Slc30a1,3,HC
224674,Slc37a1,3,HC
11666,Abcd1,3,HC
19299,Abcd3,3,HC
217700,Acot6,0,NC
67115,Rpl14,3,HC
94352,Loxl2,3,HC
72562,Pcbd2,3,HC
29859,Sult4a1,-1,LC
67328,Lyzl1,-1,LC
76113,Lpo,-1,LC
71147,Oxsm,3,HC
234129,Tpte,3,HC
12799,Cnp,3,HC
107146,Glyat,3,HC
13120,Cyp4b1,3,HC
13088,Cyp2b10,-1,LC
13110,Cyp2j6,3,HC
81906,Cyp4x1,0,NC
74134,Cyp2s1,-1,LC
631304,Cyp4f40,0,NC
17228,Cma1,3,HC
109697,Cpa1,-1,LC
232680,Cpa2,3,HC
329093,Cpa6,-1,LC
74649,Cpa5,-1,LC
17229,Tpsb2,3,HC
100503895,Tpsab1,0,NC
11421,Ace,3,HC
16591,Kl,-1,LC
56386,B4galt6,3,HC
22239,Ugt8a,3,HC
18746,Pkm,3,HC
18704,Pik3c2a,3,HC
240752,Pik3c2b,0,NC
18705,Pik3c2g,-1,LC
26378,Decr2,3,HC
67460,Decr1,3,HC
109857,Cbr3,3,HC
28200,Dhrs4,3,HC
320997,Cyp4f39,3,HC
13850,Ephx2,3,HC
74302,Mtmr3,3,HC
77116,Mtmr2,3,HC
14780,Gpx5,-1,LC
104245,Slc6a5,-1,LC
218756,Slc4a7,3,HC
233836,Slc5a11,3,HC
20515,Slc20a1,3,HC
20516,Slc20a2,3,HC
142681,Slc34a3,-1,LC
240332,Slc6a7,3,HC
15487,Hsd17b3,-1,LC
13167,Dbi,3,HC
26874,Abcd2,3,HC
225579,Slc27a6,0,NC
94180,Acsbg1,-1,LC
102680,Slc6a20a,-1,LC
56643,Slc15a1,-1,LC
52466,Slc46a1,3,HC
12751,Tpp1,3,HC
14080,Fabp1,3,HC
66988,Lap3,3,HC
102570,Slc22a13,-1,LC
18624,Pepd,3,HC
18174,Slc11a2,3,HC
53945,Slc40a1,3,HC
11648,Akp3,-1,LC
17769,Mthfr,3,HC
66194,Pycrl,3,HC
66171,Pgls,3,HC
226844,Flvcr1,3,HC
66646,Rpe,3,HC
108114,Slc22a7,-1,LC
18399,Slc22a6,3,HC
19879,Slc22a8,-1,LC
22598,Slc6a18,3,HC
234967,Slc36a4,0,NC
12638,Cftr,-1,LC
243328,Slc29a4,-1,LC
27404,Abca8b,3,HC
26357,Abcg2,3,HC
11828,Aqp3,3,HC
11832,Aqp7,3,HC
27410,Abca3,3,HC
11304,Abca4,3,HC
109342,Slc5a10,1,MC
230612,Slc5a9,-1,LC
246787,Slc5a2,3,HC
241612,Slc5a12,-1,LC
52710,Slc52a2,3,HC
16523,Kcnj8,3,HC
20927,Abcc8,3,HC
20928,Abcc9,3,HC
16514,Kcnj11,3,HC
19662,Rbp4,3,HC
20897,Stra6,3,HC
19659,Rbp1,3,HC
19660,Rbp2,3,HC
20778,Scarb1,3,HC
237636,Npc1l1,3,HC
15446,Hpgd,3,HC
74442,Sgms2,-1,LC
74182,Gpcpd1,3,HC
64602,Ireb2,0,NC
78801,Ak7,-1,LC
11636,Ak1,3,HC
11566,Adss,3,HC
11565,Adssl1,3,HC
114863,Plpbp,3,HC
11846,Arg1,-1,LC
12892,Cpox,3,HC
51797,Ctps,3,HC
55936,Ctps2,3,HC
14923,Guk1,3,HC
110391,Qdpr,3,HC
14593,Ggps1,3,HC
433182,Eno1b,0,NC
13806,Eno1,0,NC
13808,Eno3,3,HC
13807,Eno2,3,HC
15203,Heph,3,HC
319945,Flad1,3,HC
216558,Ugp2,3,HC
14433,Gapdh,0,NC
100042025,Gapdh-ps15,0,NC
14447,Gapdhs,-1,LC
14583,Gfpt1,3,HC
14584,Gfpt2,3,HC
14645,Glul,3,HC
266744,Lgsn,0,NC
13479,Dpep1,3,HC
218138,Gmds,3,HC
14528,Gch1,3,HC
12350,Car3,3,HC
11826,Aqp1,3,HC
11829,Aqp4,3,HC
17339,Mip,-1,LC
11827,Aqp2,1,MC
11830,Aqp5,-1,LC
15288,Hmbs,3,HC
12035,Bcat1,-1,LC
23917,Impdh1,3,HC
23918,Impdh2,0,NC
12215,Bsg,3,HC
110119,Mpi,3,HC
665563,Mthfd2l,3,HC
192185,Nadk,3,HC
110895,Slc9a4,0,NC
277973,Slc9a5,-1,LC
14751,Gpi1,3,HC
18655,Pgk1,0,NC
338366,Mia3,0,NC
18663,Pgk2,3,HC
72157,Pgm1,3,HC
66681,Pgm2,3,HC
29858,Pmm1,3,HC
54128,Pmm2,3,HC
17025,Alad,3,HC
66812,Ppcdc,3,HC
106564,Ppcs,3,HC
56189,Prodh2,-1,LC
246049,Slc36a2,3,HC
75456,Prps1l1,-1,LC
19139,Prps1,3,HC
110639,Prps2,3,HC
107272,Psat1,3,HC
100678,Psph,3,HC
54391,Rfk,3,HC
21351,Taldo1,3,HC
208967,Thnsl1,3,HC
21881,Tkt,3,HC
74419,Tktl2,-1,LC
83553,Tktl1,-1,LC
29807,Tpk1,3,HC
21991,Tpi1,3,HC
74246,Gale,-1,LC
107652,Uap1,3,HC
227620,Uap1l1,3,HC
22276,Uros,3,HC
108052,Slc14a1,1,MC
27411,Slc14a2,-1,LC
104816,Aspg,-1,LC
107476,Acaca,0,NC
78914,Nadsyn1,3,HC
11534,Adk,3,HC
69519,Rwdd2a,3,HC
75572,Acyp2,3,HC
66204,Acyp1,3,HC
245847,Amdhd2,3,HC
108147,Atic,3,HC
109900,Asl,3,HC
69634,Clybl,3,HC
67980,Gnpda2,3,HC
26384,Gnpda1,0,NC
14635,Galk1,3,HC
69976,Galk2,3,HC
14430,Galt,3,HC
231327,Ppat,3,HC
68977,Haghl,3,HC
15109,Hal,-1,LC
71761,Amdhd1,-1,LC
109801,Glo1,3,HC
55980,Impa1,3,HC
114663,Impa2,3,HC
53332,Mtmr1,3,HC
14913,Guca1a,-1,LC
18263,Odc1,3,HC
56421,Pfkp,3,HC
18642,Pfkm,3,HC
319848,Slc17a4,0,NC
105355,Slc17a3,-1,LC
218103,Slc17a2,3,HC
20505,Slc34a1,-1,LC
20531,Slc34a2,3,HC
237823,Pfas,3,HC
257635,Sdsl,-1,LC
22171,Tyms,-1,LC
243537,Uroc1,-1,LC
19703,Renbp,3,HC
320685,Dctd,3,HC
116914,Slc19a2,3,HC
269378,Ahcy,0,NC
229709,Ahcyl1,3,HC
55951,Mpc1,0,NC
70456,Mpc2,3,HC
54670,Atp8b1,3,HC
54667,Atp8b2,3,HC
50770,Atp11a,3,HC
320940,Atp11c,3,HC
18669,Abcb1b,3,HC
66834,Acot13,3,HC
22227,Ucp1,1,MC
329910,Acot11,3,HC
74104,Abcb6,3,HC
56315,Rhcg,-1,LC
12491,Cd36,3,HC
19765,Ralbp1,3,HC
18104,Nqo1,3,HC
68312,Gstm7,3,HC
171168,Acer1,-1,LC
66190,Acer3,3,HC
230379,Acer2,3,HC
19156,Psap,3,HC
14667,Gm2a,3,HC
230101,Gba2,3,HC
23956,Neu2,3,HC
50877,Neu3,3,HC
20452,St8sia4,3,HC
16890,Lipe,3,HC
16891,Lipg,-1,LC
67758,Aadac,-1,LC
269060,Dagla,0,NC
231871,Daglb,3,HC
18947,Pnliprp2,1,MC
69060,Pnlip,-1,LC
66853,Pnpla2,3,HC
67717,Lipf,-1,LC
18946,Pnliprp1,-1,LC
14077,Fabp3,0,NC
14079,Fabp2,-1,LC
12140,Fabp7,-1,LC
16592,Fabp5,0,NC
16204,Fabp6,1,MC
11770,Fabp4,3,HC
75497,Fabp12,3,HC
21884,Fabp9,-1,LC
20216,Acsm3,1,MC
233799,Acsm2,-1,LC
272428,Acsm5,-1,LC
233801,Acsm4,0,NC
67469,Abhd5,3,HC
218121,Mboat1,3,HC
225010,Lclat1,3,HC
64898,Lpin2,3,HC
235044,Plppr2,3,HC
229791,Plppr4,-1,LC
216152,Plppr3,-1,LC
64899,Lpin3,3,HC
14245,Lpin1,3,HC
71910,Plpp5,3,HC
381925,Plpp4,0,NC
28042,Selenoi,3,HC
18807,Pld3,3,HC
104759,Pld4,3,HC
194908,Pld6,-1,LC
12038,Bche,3,HC
69923,Agk,0,NC
67260,Cers4,3,HC
71949,Cers5,3,HC
76893,Cers2,3,HC
545975,Cers3,0,NC
241447,Cers6,0,NC
93898,Cers1,3,HC
54447,Asah2,3,HC
76485,Glt8d1,3,HC
68273,Pomgnt1,3,HC
66435,Uggt2,3,HC
67909,Galntl5,-1,LC
74782,Glt8d2,3,HC
56375,B4galt4,3,HC
654821,Gcnt7,-1,LC
16430,Stt3a,3,HC
320011,Uggt1,3,HC
330406,B4galnt3,0,NC
108155,Ogt,3,HC
26878,B3galt2,3,HC
97884,B3galnt2,3,HC
224143,Poglut1,3,HC
68292,Stt3b,3,HC
14422,B4galnt2,-1,LC
268510,Mgat5b,-1,LC
26877,B3galt1,3,HC
171167,Fut10,3,HC
14347,Fut7,-1,LC
330671,B4galnt4,3,HC
381694,B3glct,3,HC
208211,Alg1,3,HC
14345,Fut4,-1,LC
73068,Fut11,3,HC
71103,Glt6d1,-1,LC
67555,Mgat4d,-1,LC
97440,B3gnt9,3,HC
56356,Gltp,3,HC
238023,Hexdc,3,HC
74577,Glb1l,0,NC
20448,St6galnac4,3,HC
241159,Neu4,0,NC
14344,Fut2,3,HC
71519,Cyp2u1,3,HC
69590,Gpx8,3,HC
71854,Dpep3,3,HC
319446,Dpep2,0,NC
56351,Ptges3,3,HC
67053,Rpp14,3,HC
224024,Scarf2,3,HC
105349,Akr1c18,-1,LC
676527,Gm12248,0,NC
98386,Lbr,3,HC
17919,Myo5b,-1,LC
110611,Hdlbp,3,HC
18145,Npc1,3,HC
102294,Cyp4v3,3,HC
57357,Srd5a3,3,HC
27400,Hsd17b6,-1,LC
56348,Hsd17b12,3,HC
114664,Hsd17b11,3,HC
54325,Elovl1,3,HC
12686,Elovl3,-1,LC
74559,Elovl7,1,MC
57874,Hacd3,3,HC
67044,Higd2a,3,HC
30963,Hacd1,3,HC
66775,Hacd4,3,HC
70757,Hacd2,3,HC
106529,Tecr,3,HC
243078,Tecrl,-1,LC
328035,Fads6,0,NC
60527,Fads3,3,HC
66411,Tbcb,3,HC
214663,Slc25a29,3,HC
14187,Akr1b8,3,HC
215015,Fam20b,3,HC
238024,Fn3krp,0,NC
74035,Nol9,3,HC
63828,Fn3k,3,HC
75578,Fggy,0,NC
100503991,Acp4,0,NC
235534,Pxylp1,3,HC
101744,Acp7,3,HC
331487,Uprt,0,NC
319518,Pdpr,3,HC
18452,P4ha2,3,HC
18451,P4ha1,3,HC
320452,P4ha3,0,NC
67870,Enoph1,3,HC
104923,Adi1,3,HC
100328588,Il4i1b,0,NC
14204,Il4i1,3,HC
67712,Slc25a37,3,HC
246696,Slc25a28,3,HC
54384,Mtmr7,3,HC
75454,Phpt1,3,HC
219135,Mtmr6,3,HC
209039,Tns2,3,HC
103466,Nt5dc3,3,HC
103199,Fig4,3,HC
75769,Plppr5,1,MC
329506,Ctdspl2,3,HC
237523,Ptprq,0,NC
72102,Dusp11,3,HC
218232,Ptpdc1,3,HC
227721,Plpp7,3,HC
97287,Mtmr14,3,HC
66865,Pmpca,3,HC
101490,Inpp5f,3,HC
74411,Plpp6,3,HC
83493,Sacm1l,3,HC
67881,Mdp1,3,HC
17330,Minpp1,3,HC
217837,Itpk1,3,HC
227733,Pip5kl1,-1,LC
22262,Uox,-1,LC
241452,Dhrs9,0,NC
20148,Dhrs3,3,HC
791260,Tomt,0,NC
107585,Dio3,0,NC
13371,Dio2,-1,LC
13370,Dio1,-1,LC
56362,Sult1b1,-1,LC
69083,Sult1c2,1,MC
52064,Coq5,3,HC
69188,Kmt2e,0,NC
231051,Kmt2c,3,HC
233904,Setd1a,3,HC
20937,Suv39h1,3,HC
208266,Dot1l,3,HC
75410,Kmt2b,3,HC
107823,Nsd2,-1,LC
225888,Kmt5b,3,HC
192195,Ash1l,3,HC
214162,Kmt2a,3,HC
232811,Kmt5c,3,HC
239122,Setdb2,3,HC
208043,Setd1b,3,HC
84505,Setdb1,3,HC
73251,Setd7,3,HC
234135,Nsd3,3,HC
64707,Suv39h2,3,HC
18193,Nsd1,3,HC
381022,Kmt2d,3,HC
74729,Setmar,3,HC
77683,Ehmt1,3,HC
235626,Setd2,3,HC
67956,Kmt5a,3,HC
69726,Smyd3,3,HC
110147,Ehmt2,3,HC
69019,Spcs1,3,HC
66624,Spcs2,3,HC
76687,Spcs3,3,HC
56529,Sec11a,3,HC
66286,Sec11c,3,HC
57170,Dolpp1,3,HC
107895,Mgat5,0,NC
67569,Mgat4c,-1,LC
69675,Pxdn,0,NC
227399,Ppip5k2,3,HC
327655,Ppip5k1,3,HC
225913,Tkfc,1,MC
70974,Pgm2l1,3,HC
67935,Ces5a,0,NC
13909,Ces3b,0,NC
382053,Ces3a,0,NC
104158,Ces1d,3,HC
109791,Clps,-1,LC
67473,Slc47a1,3,HC
380701,Slc47a2,0,NC
75750,Slc10a6,3,HC
20521,Slc22a12,3,HC
235386,Hykk,-1,LC
66065,Hsd17b14,-1,LC
71412,Dhrs2,-1,LC
53415,Htatip2,3,HC
234309,Cbr4,3,HC
13016,Ctbp1,3,HC
69772,Bdh2,3,HC
70061,Sdr9c7,-1,LC
436008,Gm5737,0,NC
74032,Sdr42e1,-1,LC
80707,Wwox,3,HC
67861,Akr1b10,3,HC
320981,Enpp6,3,HC
72947,Phykpl,3,HC
76768,Alpi,-1,LC
11650,Alppl2,-1,LC
330962,Slc51b,3,HC
106407,Slc51a,-1,LC
94215,Ugt2a1,0,NC
72094,Ugt2a3,-1,LC
269823,Pon3,3,HC
22273,Uqcrc1,3,HC
66576,Uqcrh,3,HC
17711,CYTB,0,NC
66152,Uqcr10,3,HC
66594,Uqcr11,0,NC
67003,Uqcrc2,3,HC
66694,Uqcrfs1,3,HC
66445,Cyc1,3,HC
22272,Uqcrq,3,HC
67530,Uqcrb,0,NC
20523,Slc25a14,3,HC
22229,Ucp3,3,HC
22228,Ucp2,3,HC
74011,Slc25a27,3,HC
66218,Ndufb9,3,HC
226646,Ndufs2,3,HC
227197,Ndufs1,3,HC
67130,Ndufa6,3,HC
66414,Ndufa12,3,HC
66495,Ndufb3,3,HC
68194,Ndufb4,0,NC
100041273,Ndufb4c,0,NC
100042503,Ndufb4b,0,NC
407785,Ndufs6,3,HC
68197,Ndufc2,3,HC
66091,Ndufa3,3,HC
54405,Ndufa1,3,HC
75406,Ndufs7,3,HC
225887,Ndufs8,3,HC
230075,Ndufb6,3,HC
66377,Ndufc1,3,HC
67273,Ndufa10,3,HC
595136,Ndufs5,3,HC
68342,Ndufb10,3,HC
17718,ND3,0,NC
80286,Tusc3,3,HC
68349,Ndufs3,0,NC
17722,ND6,0,NC
17720,ND4L,0,NC
102631912,Ndufb1-ps,0,NC
66416,Ndufa7,3,HC
17995,Ndufv1,3,HC
68202,Ndufa5,3,HC
17719,ND4,0,NC
17992,Ndufa4,3,HC
67184,Ndufa13,3,HC
67264,Ndufb8,3,HC
66108,Ndufa9,3,HC
69875,Ndufa11,3,HC
66046,Ndufb5,3,HC
17993,Ndufs4,3,HC
66916,Ndufb7,3,HC
17717,ND2,0,NC
17991,Ndufa2,3,HC
68375,Ndufa8,3,HC
68198,Ndufb2,3,HC
17716,ND1,0,NC
78330,Ndufv3,3,HC
70316,Ndufab1,0,NC
72900,Ndufv2,3,HC
17721,ND5,0,NC
104130,Ndufb11,3,HC
12868,Cox8a,3,HC
12866,Cox7a2,3,HC
12859,Cox5b,3,HC
12857,Cox4i1,3,HC
75483,Cox8c,-1,LC
20463,Cox7a2l,3,HC
12867,Cox7c,0,NC
17708,COX1,0,NC
66142,Cox7b,0,NC
12862,Cox6a2,3,HC
12864,Cox6c,3,HC
17709,COX2,0,NC
12858,Cox5a,3,HC
333182,Cox6b2,3,HC
17710,COX3,0,NC
78174,Cox7b2,-1,LC
12865,Cox7a1,3,HC
110323,Cox6b1,3,HC
84682,Cox4i2,-1,LC
12861,Cox6a1,3,HC
268756,Gulo,-1,LC
58865,Tdh,0,NC
11950,Atp5pb,3,HC
11951,Atp5g1,3,HC
11957,Atp5j,3,HC
11958,Atp5k,3,HC
18195,Nsf,3,HC
27425,Atp5l,0,NC
57423,Atp5j2,3,HC
71679,Atp5h,0,NC
228033,Atp5g3,3,HC
67942,Atp5g2,0,NC
11946,Atp5a1,3,HC
11947,Atp5b,3,HC
11949,Atp5c1,0,NC
66043,Atp5d,3,HC
67126,Atp5e,3,HC
68055,Dmac2l,3,HC
28080,Atp5o,3,HC
26464,Vnn3,3,HC
22361,Vnn1,3,HC
225326,Pik3c3,3,HC
67292,Pigc,3,HC
56176,Pigp,3,HC
110417,Pigh,3,HC
18700,Piga,3,HC
14755,Pigq,3,HC
140494,Atp6v0a4,-1,LC
114143,Atp6v0b,3,HC
11984,Atp6v0c,0,NC
11974,Atp6v0e,3,HC
242341,Atp6v0d2,-1,LC
11972,Atp6v0d1,3,HC
11975,Atp6v0a1,3,HC
27060,Tcirg1,3,HC
21871,Atp6v0a2,3,HC
73834,Atp6v1d,3,HC
66144,Atp6v1f,3,HC
11973,Atp6v1e1,3,HC
68775,Atp6v1c2,-1,LC
11964,Atp6v1a,3,HC
108664,Atp6v1h,3,HC
66290,Atp6v1g1,0,NC
11966,Atp6v1b2,3,HC
338375,Atp6v1g3,0,NC
110935,Atp6v1b1,-1,LC
74915,Atp6v1e2,3,HC
66237,Atp6v1g2,3,HC
66335,Atp6v1c1,3,HC
